Geneid	Ch_A1_featurecounts.txt	Ch_A2_featurecounts.txt	Ch_A3_featurecounts.txt	Ch_B1_featurecounts.txt	Ch_B2_featurecounts.txt	Ch_B3_featurecounts.txt	Ch_C1_featurecounts.txt	Ch_C2_featurecounts.txt	Ch_C3_featurecounts.txt	external_gene_name
ENSG00000233644	2	5	13	0	6	1	9	6	2	ARHGEF7-IT1
ENSG00000233645	0	0	0	1	0	0	0	0	0	
ENSG00000233646	0	0	0	0	0	0	0	0	0	OR52T1P
ENSG00000233647	2	0	0	0	0	0	0	0	0	NENFP1
ENSG00000233648	0	0	0	0	0	0	0	0	0	
ENSG00000233651	0	0	0	0	0	0	0	0	0	
ENSG00000233652	0	0	0	0	0	0	0	0	0	CICP1
ENSG00000233653	0	0	1	0	0	0	0	0	0	CICP7
ENSG00000233654	45	37	15	59	37	51	17	39	71	NEMP2-DT
ENSG00000233655	0	0	0	0	0	0	0	0	0	IGHD4-4
ENSG00000233656	0	0	0	0	0	0	0	0	0	
ENSG00000233659	0	0	0	0	0	0	0	0	0	NDUFA5P4
ENSG00000233661	0	0	0	0	0	0	0	0	0	SPIN4-AS1
ENSG00000233662	0	0	0	0	0	0	0	0	0	CALM2P4
ENSG00000233663	0	0	0	0	0	0	0	0	0	
ENSG00000233664	0	0	0	0	0	0	0	0	0	NDUFS5P3
ENSG00000233665	0	4	0	0	0	0	0	0	0	
ENSG00000233668	0	2	0	6	2	0	0	4	0	
ENSG00000233670	45	55	63	44	39	47	98	91	95	PIRT
ENSG00000233671	0	0	0	0	0	0	0	0	0	CENPNP1
ENSG00000233672	26	10	12	45	30	12	8	10	16	RNASEH2B-AS1
ENSG00000233673	0	2	0	0	0	0	2	0	0	ANAPC1P1
ENSG00000233674	0	0	0	1	0	0	0	0	0	
ENSG00000233676	0	0	0	0	0	0	0	0	0	FDPSP6
ENSG00000233677	0	0	0	0	0	0	0	0	0	DDX39BP1
ENSG00000233680	2	2	0	3	0	1	3	4	0	HNRNPA1P27
ENSG00000233681	2	0	0	0	0	0	0	0	0	CEACAMP1
ENSG00000233682	0	0	0	0	0	0	0	0	0	FNDC1-AS1
ENSG00000233683	0	0	0	0	0	0	0	0	0	
ENSG00000233684	0	0	0	0	0	0	0	0	0	LINC01865
ENSG00000233685	0	0	0	0	0	0	0	0	0	OR6L1P
ENSG00000233686	0	0	0	0	0	0	0	0	0	PIEZO1P1
ENSG00000233688	0	0	0	0	0	0	0	0	0	ZNF622P1
ENSG00000233689	0	0	0	0	0	0	0	0	0	
ENSG00000233690	1	2	10	10	1	3	4	2	1	EBAG9P1
ENSG00000233691	0	0	0	0	0	0	0	0	0	
ENSG00000233693	0	0	0	0	0	0	0	0	0	PBX1-AS1
ENSG00000233694	0	0	0	0	0	0	0	0	0	LINC02579
ENSG00000233695	139	187	220	181	135	147	313	279	165	GAS6-AS1
ENSG00000233699	0	0	0	0	0	0	0	0	0	TTTY18
ENSG00000233701	0	0	0	0	0	0	0	0	0	PRR23C
ENSG00000233702	0	0	0	0	0	0	0	0	0	RPL37P13
ENSG00000233703	0	0	0	0	0	0	0	0	0	
ENSG00000233705	6	6	10	4	2	0	8	10	0	SLC26A4-AS1
ENSG00000233706	0	0	0	0	0	0	0	0	0	
ENSG00000233707	0	0	0	0	0	0	0	0	0	RPL22P11
ENSG00000233708	1	0	0	0	0	0	0	0	0	
ENSG00000233709	0	0	0	0	0	0	0	0	0	MTND4P28
ENSG00000233710	0	0	0	0	0	0	0	0	0	
ENSG00000233711	0	0	1	0	0	0	0	0	0	EIF4EBP2P1
ENSG00000233712	0	0	0	0	0	0	0	0	0	
ENSG00000233713	0	0	0	0	0	0	0	0	0	
ENSG00000233714	0	0	0	2	0	0	0	2	0	
ENSG00000233716	0	0	0	0	0	0	0	0	0	MTFR2P1
ENSG00000233717	0	0	0	2	0	0	0	0	0	RPS29P29
ENSG00000233718	26	34	46	21	12	11	8	32	24	MYCNOS
ENSG00000233719	0	0	0	0	0	0	0	0	0	GOT2P3
ENSG00000233720	0	0	0	0	0	0	0	0	0	
ENSG00000233721	0	0	0	0	0	4	0	0	0	
ENSG00000233723	58	24	41	26	24	20	22	28	25	LINC01122
ENSG00000233724	0	0	0	0	0	0	0	0	0	
ENSG00000233725	0	0	0	0	0	0	0	0	0	NRAD1
ENSG00000233727	0	0	0	0	0	0	0	0	0	
ENSG00000233728	0	0	0	0	0	0	0	0	0	
ENSG00000233729	0	0	0	0	0	0	0	0	0	NCKAP5-AS1
ENSG00000233730	0	0	0	0	0	0	0	0	0	LINC01765
ENSG00000233732	0	0	0	0	0	0	0	0	0	IGHV3OR16-10
ENSG00000233733	0	0	0	0	0	2	2	1	0	H2AZP6
ENSG00000233735	0	0	0	0	0	0	0	0	0	
ENSG00000233737	0	0	0	0	0	0	0	0	0	
ENSG00000233739	0	0	0	0	0	0	0	0	0	
ENSG00000233740	0	0	0	0	0	0	0	0	0	CICP2
ENSG00000233741	0	0	0	0	0	0	0	0	0	RPL27P7
ENSG00000233746	0	0	0	0	0	0	0	0	0	LINC00656
ENSG00000233747	0	0	0	4	0	0	0	0	0	RPL36AP13
ENSG00000233750	0	1	0	1	0	0	1	0	0	CICP27
ENSG00000233751	0	0	0	0	0	0	0	0	0	RRAS2P2
ENSG00000233752	0	0	0	0	0	0	0	0	0	RPL21P36
ENSG00000233754	4	0	0	2	9	0	4	7	0	
ENSG00000233755	0	0	0	0	0	0	0	0	0	
ENSG00000233756	0	0	0	0	0	0	0	0	0	DSCAM-IT1
ENSG00000233757	244	459	480	334	568	336	363	554	255	ZNF892
ENSG00000233760	0	4	0	0	0	0	0	0	0	LINC03095
ENSG00000233762	585	326	330	599	407	514	355	315	490	RPS15P4
ENSG00000233764	0	0	0	0	0	0	0	0	0	MTCO1P20
ENSG00000233765	3	0	2	0	0	0	0	2	1	CDRT15P12
ENSG00000233766	0	0	0	0	0	0	3	0	0	CAVIN2-AS1
ENSG00000233767	0	0	0	0	0	0	0	0	0	PSMA6P3
ENSG00000233771	0	0	0	0	0	0	1	4	0	CICP5
ENSG00000233774	0	0	0	0	0	0	0	0	0	MED14P1
ENSG00000233775	0	0	0	0	0	0	4	0	0	
ENSG00000233778	2	0	0	0	0	0	0	0	0	
ENSG00000233780	0	0	2	1	1	1	0	0	0	HNRNPA1P30
ENSG00000233782	0	0	0	0	0	0	0	0	0	ZNF90P3
ENSG00000233783	1	0	0	2	0	0	0	0	0	
ENSG00000233785	0	0	2	0	4	1	0	0	0	SAT1-DT
ENSG00000233786	0	1	0	1	2	0	0	1	1	CDC27P1
ENSG00000233787	0	0	0	0	0	0	0	0	0	
ENSG00000233791	6	2	11	3	0	5	2	6	13	BTG2-DT
ENSG00000233792	0	0	0	0	0	0	0	0	0	PUDPP2
ENSG00000233797	0	0	3	11	1	1	0	3	0	UFL1-AS1
ENSG00000233799	3	0	4	0	0	0	0	2	0	NA
ENSG00000233802	0	0	0	0	0	0	0	0	0	TRIM49D2
ENSG00000233803	0	0	0	0	0	0	0	0	0	TSPY4
ENSG00000233805	0	0	0	0	0	0	0	0	0	
ENSG00000233806	116	202	238	100	176	137	201	237	106	LINC01237
ENSG00000233807	0	0	0	0	0	0	0	0	0	AMZ2P3
ENSG00000233810	0	0	0	0	0	0	0	0	0	MOB1AP2
ENSG00000233814	0	0	0	0	0	0	0	0	0	H3P32
ENSG00000233816	0	0	0	0	0	0	0	0	0	IFNA13
ENSG00000233817	23	9	21	8	10	16	6	15	0	
ENSG00000233818	7	1	1	2	0	2	0	0	0	NA
ENSG00000233819	0	0	0	0	0	0	0	0	0	LCEP1
ENSG00000233820	0	0	0	0	0	0	1	0	0	
ENSG00000233821	0	0	0	0	0	0	0	0	0	ENOX1-AS1
ENSG00000233822	77	47	45	68	68	64	52	62	53	H2BC15
ENSG00000233823	0	0	0	0	0	0	0	0	0	
ENSG00000233824	0	0	0	0	0	0	0	0	0	
ENSG00000233825	2	1	5	2	0	3	2	5	1	EPC1-AS2
ENSG00000233827	0	0	0	0	0	0	0	0	0	CCNQP1
ENSG00000233828	0	0	0	0	0	0	0	0	0	MIR4280HG
ENSG00000233829	0	0	0	0	0	0	0	0	0	RPL26P15
ENSG00000233830	89	168	212	148	147	110	190	225	98	EIF4HP1
ENSG00000233832	0	0	0	0	0	0	0	0	0	
ENSG00000233833	0	0	0	0	0	0	0	0	0	ETF1P3
ENSG00000233834	0	0	2	6	0	0	1	0	0	GIRGL
ENSG00000233835	0	0	0	0	0	0	0	0	0	
ENSG00000233836	0	1	0	0	0	0	1	0	0	
ENSG00000233837	10	12	10	19	20	15	14	10	13	EIF3LP2
ENSG00000233838	0	0	0	0	0	0	0	0	0	DPH3P1
ENSG00000233839	0	0	0	0	0	0	0	0	0	
ENSG00000233840	0	0	0	0	0	0	0	0	0	NA
ENSG00000233842	0	0	0	0	0	0	0	0	0	
ENSG00000233843	0	0	0	0	0	0	0	0	0	CYCSP48
ENSG00000233845	0	0	0	2	0	0	0	0	0	
ENSG00000233846	10	2	7	3	1	6	5	5	5	SELENOTP1
ENSG00000233847	0	0	0	0	0	0	0	0	0	ERCC8-AS1
ENSG00000233848	0	0	0	0	0	0	0	0	0	
ENSG00000233849	0	0	0	0	0	0	0	0	0	
ENSG00000233850	0	0	0	0	0	0	0	0	0	MAL-AS1
ENSG00000233851	0	0	0	0	0	0	0	0	0	LATS2-AS1
ENSG00000233852	0	0	0	0	0	0	0	2	0	NA
ENSG00000233854	0	0	0	0	0	0	0	0	0	POU6F2-AS2
ENSG00000233858	0	2	0	6	2	5	4	3	1	LINC02599
ENSG00000233859	22	16	41	20	21	45	35	24	7	ADH5P4
ENSG00000233860	2	0	0	0	2	0	2	8	0	SHROOM3-AS1
ENSG00000233861	0	0	0	0	0	0	0	0	0	MGAT2P1
ENSG00000233862	2	0	0	0	0	2	2	3	0	
ENSG00000233866	0	0	0	0	0	0	0	0	0	
ENSG00000233867	0	0	0	0	0	0	0	0	0	SLC9B1P3
ENSG00000233868	4	15	15	11	8	10	9	4	1	LLPHP3
ENSG00000233869	0	0	0	0	0	0	0	0	0	RPSAP27
ENSG00000233870	0	0	0	0	0	0	0	0	0	
ENSG00000233871	60	36	41	58	40	58	45	35	83	DLG5-AS1
ENSG00000233872	0	0	0	0	0	0	0	0	0	TOR1BP1
ENSG00000233873	0	0	0	0	0	0	0	0	0	RPL7P44
ENSG00000233874	0	0	0	0	0	0	0	0	0	MFN1P1
ENSG00000233875	0	0	0	0	0	0	0	0	0	
ENSG00000233876	0	0	0	0	0	0	0	0	0	GAPDHP68
ENSG00000233877	0	0	0	0	0	2	0	0	0	
ENSG00000233880	0	0	0	0	0	0	0	0	0	NFYCP1
ENSG00000233882	0	0	0	0	0	0	0	0	0	LINC01680
ENSG00000233884	0	0	0	0	0	0	0	0	0	
ENSG00000233885	20	7	38	7	10	23	17	16	10	YEATS2-AS1
ENSG00000233887	0	0	0	0	0	0	0	0	0	
ENSG00000233888	0	0	0	0	0	0	0	0	0	MTCO2P17
ENSG00000233891	0	0	0	0	0	0	0	0	0	
ENSG00000233892	6	2	6	0	2	0	5	12	2	PAIP1P1
ENSG00000233893	4	0	0	0	0	0	0	5	0	EZR-AS1
ENSG00000233894	0	0	0	0	0	0	0	0	0	
ENSG00000233896	0	0	0	0	0	0	0	0	0	PDYN-AS1
ENSG00000233900	0	0	0	0	0	0	0	0	0	RPL17P35
ENSG00000233901	41	27	61	40	24	51	19	18	14	LINC01503
ENSG00000233902	0	0	0	0	0	0	0	0	0	
ENSG00000233905	0	0	0	0	0	0	0	0	0	LONRF2P2
ENSG00000233906	0	0	0	0	0	0	0	0	0	NA
ENSG00000233907	0	0	4	0	0	0	1	0	0	LINC01761
ENSG00000233908	0	0	0	0	0	0	0	0	0	
ENSG00000233909	0	0	0	0	0	0	0	0	0	UBE2V1P4
ENSG00000233910	0	0	2	0	4	0	0	0	0	GTF2F2P2
ENSG00000233912	2	3	4	6	2	1	6	8	0	
ENSG00000233913	857	387	527	758	429	769	683	608	770	RPL10P9
ENSG00000233915	0	0	0	0	0	0	0	0	0	UBE2Q2P10
ENSG00000233916	0	0	0	0	0	0	0	0	2	ZDHHC20P1
ENSG00000233917	0	0	0	0	0	0	0	0	0	POTEB
ENSG00000233918	0	0	0	0	0	0	0	0	0	
ENSG00000233919	0	0	0	0	0	0	0	0	0	
ENSG00000233920	2	0	0	0	0	1	4	2	0	
ENSG00000233921	0	0	0	0	0	0	0	0	0	RPS15AP40
ENSG00000233922	216	262	275	185	199	222	453	448	274	LINC01694
ENSG00000233924	0	0	0	0	0	0	0	0	0	RPSAP13
ENSG00000233926	9	2	1	13	6	12	16	10	6	TLE1-DT
ENSG00000233927	12097	7331	6931	12829	6889	11020	7950	6903	10550	RPS28
ENSG00000233928	0	0	0	0	0	0	0	0	0	
ENSG00000233929	0	5	1	6	5	3	0	1	2	MT1XP1
ENSG00000233930	58	100	95	55	67	74	130	139	114	KRTAP5-AS1
ENSG00000233932	3	0	2	0	0	0	0	2	4	CTXN2
ENSG00000233933	0	0	0	0	0	0	0	0	0	
ENSG00000233934	0	0	0	0	0	0	0	0	0	RPL21P38
ENSG00000233936	0	0	0	0	0	0	0	0	0	
ENSG00000233939	0	0	0	0	0	0	0	0	0	RPL27AP4
ENSG00000233940	0	0	0	0	0	0	0	0	0	RPL12P45
ENSG00000233941	0	0	0	0	0	0	0	0	0	
ENSG00000233942	0	0	0	0	0	4	0	0	0	
ENSG00000233943	0	0	0	0	0	0	0	0	0	
ENSG00000233944	0	0	0	0	0	0	0	0	0	LINC00265-3P
ENSG00000233945	0	0	0	0	0	0	0	0	0	LINC02650
ENSG00000233946	0	0	0	0	0	0	0	0	0	RPS29P4
ENSG00000233947	0	0	0	0	0	0	0	0	0	ASS1P3
ENSG00000233951	0	0	0	0	0	0	0	0	0	RCC2P3
ENSG00000233952	0	0	0	0	0	0	0	0	0	FTLP15
ENSG00000233953	0	0	0	0	0	0	0	0	3	
ENSG00000233954	260	168	177	341	125	236	203	150	266	UQCRHL
ENSG00000233955	0	0	0	0	0	0	4	3	0	AHCYP3
ENSG00000233956	0	0	1	0	0	0	0	2	10	BTF3P6
ENSG00000233960	0	0	0	0	0	0	0	0	0	
ENSG00000233962	0	0	0	0	0	0	0	0	0	
ENSG00000233963	0	0	0	0	0	0	0	0	0	ATP8A2P3
ENSG00000233966	90	57	63	92	38	71	71	108	131	UBE2SP1
ENSG00000233967	21	14	22	33	42	22	17	25	13	
ENSG00000233968	0	0	0	0	0	0	0	0	0	
ENSG00000233969	0	0	0	0	0	0	0	0	0	
ENSG00000233970	0	0	0	0	0	0	0	0	0	NA
ENSG00000233971	0	0	0	0	0	0	0	0	0	RPS20P10
ENSG00000233973	0	0	0	0	0	0	0	0	0	LINC01360
ENSG00000233974	4	3	0	2	0	0	1	0	0	
ENSG00000233975	0	0	2	4	0	0	3	6	0	LINC02574
ENSG00000233977	0	4	1	0	0	0	0	0	0	
ENSG00000233978	0	0	0	0	0	0	0	0	0	
ENSG00000233979	0	0	0	0	0	0	0	0	0	RPL22P21
ENSG00000233980	0	0	0	0	0	0	2	0	0	FDPSP2
ENSG00000233981	0	1	0	0	0	0	0	0	0	
ENSG00000233983	0	0	0	0	0	0	0	0	0	
ENSG00000233984	0	0	0	0	0	0	0	0	0	RPSAP14
ENSG00000233985	0	0	0	0	0	0	0	0	0	LINC01681
ENSG00000233987	0	0	0	0	0	0	0	0	0	NA
ENSG00000233990	0	0	0	0	0	0	0	0	0	
ENSG00000233993	0	0	0	1	0	2	0	0	0	DTD1-AS1
ENSG00000233994	6	3	1	7	5	5	4	8	1	GDI2P2
ENSG00000233995	0	4	0	0	1	0	0	1	0	
ENSG00000233996	0	0	0	0	0	0	0	0	0	KDM3AP1
ENSG00000233997	0	0	0	1	0	0	0	0	0	LINC01425
ENSG00000233998	0	0	0	0	0	2	0	0	0	SETP5
ENSG00000233999	0	0	0	0	0	2	0	0	0	IGKV3OR2-268
ENSG00000234001	0	0	0	0	0	0	0	0	0	
ENSG00000234003	11	7	2	2	2	1	6	6	4	MTATP6P27
ENSG00000234004	19	13	14	22	10	13	11	10	15	
ENSG00000234005	0	0	0	10	2	0	6	0	0	GAPDHP22
ENSG00000234006	0	2	0	6	4	6	2	2	1	DDX39B-AS1
ENSG00000234008	0	0	0	0	0	0	0	0	0	PPP1R2P2
ENSG00000234009	127	89	74	131	79	107	67	57	105	RPL5P34
ENSG00000234015	0	0	0	0	0	0	0	0	0	LINC02530
ENSG00000234016	0	0	0	0	0	0	0	0	0	GNG10P1
ENSG00000234017	0	0	0	3	0	0	0	0	0	
ENSG00000234019	0	0	0	0	0	0	0	0	0	
ENSG00000234020	0	0	0	0	0	0	0	0	0	CHIAP3
ENSG00000234021	0	0	0	0	0	0	0	0	0	
ENSG00000234022	0	0	0	2	0	0	0	2	0	
ENSG00000234025	0	0	0	0	0	1	0	0	0	RBPMS2P1
ENSG00000234026	0	0	0	0	0	0	3	0	0	
ENSG00000234028	62	65	88	67	51	61	64	60	68	EIF2AK3-DT
ENSG00000234030	0	0	0	0	0	0	0	1	0	TMEM97P1
ENSG00000234031	0	0	0	0	0	1	0	0	0	RPS3AP44
ENSG00000234033	0	0	0	0	0	0	0	0	0	RAC1P8
ENSG00000234034	0	0	0	0	0	0	0	0	0	
ENSG00000234036	2	2	2	1	3	0	5	0	2	TXNP6
ENSG00000234039	0	0	0	0	0	0	0	0	0	NDUFA5P7
ENSG00000234040	0	0	0	0	0	0	2	0	0	RPL10P12
ENSG00000234041	0	0	0	0	0	0	0	0	0	
ENSG00000234042	0	0	0	0	0	1	2	1	0	
ENSG00000234043	0	2	1	6	5	6	8	6	4	NUDT9P1
ENSG00000234044	0	0	0	0	0	0	0	0	0	
ENSG00000234048	0	0	0	0	0	0	0	0	0	CIAO2AP1
ENSG00000234050	0	0	0	0	1	0	1	0	0	
ENSG00000234052	0	0	0	0	0	0	0	0	0	LINC01673
ENSG00000234055	0	0	0	0	0	0	0	0	0	
ENSG00000234056	0	0	0	0	0	0	0	0	0	LINC00463
ENSG00000234059	0	0	0	0	0	0	0	0	0	CASKP1
ENSG00000234060	0	0	0	0	0	0	2	0	0	EDDM3CP
ENSG00000234061	0	4	1	6	3	0	3	2	0	
ENSG00000234062	0	0	0	1	3	0	0	0	0	TM9SF5P
ENSG00000234064	0	0	0	0	0	0	0	0	0	PRAMEF29P
ENSG00000234065	0	4	2	0	0	6	0	0	0	MTND4P26
ENSG00000234066	0	0	0	0	0	0	0	0	0	TAS2R62P
ENSG00000234067	0	0	0	0	0	0	0	0	0	RPL5P10
ENSG00000234068	0	1	0	0	0	0	0	0	0	PAGE2
ENSG00000234069	0	0	0	0	0	0	0	0	0	GAPDHP53
ENSG00000234070	0	0	0	0	0	0	0	0	0	SPATA17-AS1
ENSG00000234071	0	0	0	0	0	0	0	0	0	MTX2P1
ENSG00000234072	495	480	561	596	451	616	509	536	631	GTF3C2-AS2
ENSG00000234073	0	0	0	0	0	0	0	0	0	CBX3P10
ENSG00000234075	0	0	0	0	0	0	0	0	0	RPL35AP
ENSG00000234076	0	0	0	2	2	4	0	0	0	TPRG1-AS1
ENSG00000234080	0	0	0	1	0	0	0	1	0	
ENSG00000234081	0	0	0	0	0	0	0	0	0	ELOCP10
ENSG00000234083	0	0	0	1	0	0	0	0	0	NA
ENSG00000234084	0	0	4	0	1	0	4	3	0	
ENSG00000234085	0	0	0	0	0	0	0	0	0	
ENSG00000234087	0	0	0	0	0	0	0	0	0	
ENSG00000234088	0	0	0	0	0	0	0	0	0	RPS15AP7
ENSG00000234089	0	0	0	0	0	0	0	0	0	
ENSG00000234091	0	0	0	0	0	2	2	8	0	FRMD4A-AS1
ENSG00000234093	5	0	0	0	0	5	2	2	0	RPS15AP11
ENSG00000234099	0	0	0	0	0	0	0	0	0	MTND4P11
ENSG00000234102	0	0	0	0	0	0	0	0	0	KRT19P4
ENSG00000234104	0	0	0	0	0	0	0	0	0	LINC03083
ENSG00000234105	0	0	0	0	0	0	0	0	0	
ENSG00000234106	9	1	2	2	3	5	0	2	7	SRP14P2
ENSG00000234107	0	0	0	0	0	0	0	0	0	TPT1P1
ENSG00000234108	0	0	0	0	0	0	0	0	0	COX6A1P1
ENSG00000234109	0	0	0	0	0	0	0	0	0	RPL7P36
ENSG00000234110	0	0	0	0	0	0	0	0	0	TSPY25P
ENSG00000234111	0	0	0	0	0	0	0	0	0	LINC02433
ENSG00000234112	0	2	1	4	2	0	2	0	0	LEFTY3P
ENSG00000234115	0	0	0	0	0	0	0	0	0	IDH1P1
ENSG00000234116	0	0	0	0	0	0	0	0	0	
ENSG00000234117	0	0	0	0	0	0	0	0	0	
ENSG00000234118	15	2	2	8	2	5	1	1	2	RPL13AP6
ENSG00000234119	0	0	0	0	0	0	0	0	0	METAP2P1
ENSG00000234120	0	0	0	0	0	0	0	0	0	
ENSG00000234121	0	0	0	0	0	0	0	0	0	GPM6BP3
ENSG00000234122	0	0	0	0	0	0	0	0	0	TRBV22OR9-2
ENSG00000234123	2	0	0	0	0	0	4	0	0	RHBDF1P1
ENSG00000234124	0	0	0	0	0	0	0	0	0	CSN1S2AP
ENSG00000234125	0	0	0	0	0	0	0	0	0	EEF1GP8
ENSG00000234127	1770	1929	2114	1801	1585	1753	2669	2298	1780	TRIM26
ENSG00000234129	32	36	34	23	38	20	17	29	36	HCCS-DT
ENSG00000234130	0	5	3	0	5	1	10	3	0	AP2B1P1
ENSG00000234131	0	0	0	0	0	0	0	0	0	ELOCP8
ENSG00000234132	0	0	0	0	0	0	0	0	0	
ENSG00000234135	0	0	0	0	0	0	0	0	0	RPL23AP83
ENSG00000234136	0	0	0	0	0	1	0	0	4	
ENSG00000234139	0	0	0	0	0	0	8	0	0	
ENSG00000234141	0	1	1	0	2	1	8	0	0	NA
ENSG00000234142	0	0	0	0	0	0	0	0	0	LINC01675
ENSG00000234143	0	0	0	0	0	0	0	0	0	UGT1A13P
ENSG00000234144	0	0	0	1	0	0	0	0	0	COX6CP13
ENSG00000234145	3	4	0	2	0	5	4	0	0	NAP1L4P3
ENSG00000234146	0	0	0	0	0	0	0	2	0	AKAP8P1
ENSG00000234147	2	0	0	0	2	2	0	0	2	
ENSG00000234148	0	0	0	0	0	0	0	0	0	LINC01961
ENSG00000234149	0	0	2	0	0	0	0	1	0	
ENSG00000234152	0	0	0	0	0	0	0	0	0	ELOBP1
ENSG00000234155	0	0	0	0	0	0	0	0	2	LINC02535
ENSG00000234156	17	15	13	20	42	13	64	56	29	
ENSG00000234158	0	0	0	0	0	0	0	0	0	RPEP2
ENSG00000234159	0	0	0	0	0	0	0	0	0	RBPMSLP
ENSG00000234160	49	47	72	82	59	95	103	84	71	
ENSG00000234161	0	0	3	0	0	0	0	1	0	PABPC5-AS1
ENSG00000234162	0	0	0	0	0	0	0	0	0	
ENSG00000234163	0	0	0	0	0	0	0	0	0	MTND4LP11
ENSG00000234166	0	0	0	0	0	0	0	0	0	NA
ENSG00000234167	0	0	0	0	0	0	0	0	0	ELOBP4
ENSG00000234168	0	0	0	0	0	0	0	0	0	LINC01039
ENSG00000234169	0	0	0	0	0	1	0	0	0	LINC01868
ENSG00000234170	0	0	0	0	0	0	0	0	0	LINC02645
ENSG00000234171	724	621	617	1108	674	934	796	771	877	RNASEH1-DT
ENSG00000234172	0	0	0	0	0	0	0	0	0	
ENSG00000234173	0	0	0	0	0	0	0	0	0	
ENSG00000234174	0	0	0	0	0	0	0	0	0	
ENSG00000234175	17	9	19	9	20	11	17	14	15	
ENSG00000234176	0	0	0	0	0	2	0	0	0	HSPA8P1
ENSG00000234177	0	0	0	0	2	0	0	2	0	NA
ENSG00000234178	0	0	0	0	0	0	0	0	0	DEFA11P
ENSG00000234179	0	0	0	0	0	0	0	0	0	MTCYBP1
ENSG00000234181	0	0	0	5	1	0	0	0	0	PIGO-AS1
ENSG00000234182	0	0	0	0	0	0	0	0	0	
ENSG00000234183	7	3	5	14	8	4	3	2	7	H2AZ2-DT
ENSG00000234184	0	0	0	8	0	0	0	0	0	LINC01781
ENSG00000234185	7	12	23	35	20	16	27	25	17	
ENSG00000234186	0	0	0	0	0	0	0	0	0	C16orf82
ENSG00000234187	0	0	0	0	0	0	0	0	0	AIMP1P1
ENSG00000234189	0	0	0	0	0	0	0	0	0	
ENSG00000234190	0	0	0	0	0	0	0	0	0	
ENSG00000234191	0	0	0	0	0	0	1	0	0	LINC01283
ENSG00000234192	0	0	0	0	0	0	0	0	0	RPS26P38
ENSG00000234193	0	0	0	0	0	0	0	0	0	ACSL3-AS1
ENSG00000234197	0	13	3	0	4	0	10	2	0	ETV5-AS1
ENSG00000234199	0	2	0	0	0	0	0	0	0	LINC01191
ENSG00000234200	0	0	0	0	0	0	0	0	0	
ENSG00000234201	0	0	0	0	0	0	0	0	0	BMI1P1
ENSG00000234202	0	0	0	0	0	0	0	0	0	H3P3
ENSG00000234203	0	0	4	2	0	1	0	3	0	
ENSG00000234204	0	0	0	0	0	0	0	0	0	PIGPP2
ENSG00000234206	1	1	0	17	3	5	2	14	2	
ENSG00000234207	0	0	0	0	0	0	0	0	0	LINC03116
ENSG00000234208	0	0	0	8	1	2	0	0	0	
ENSG00000234210	0	0	0	0	0	0	0	0	0	
ENSG00000234211	0	0	0	0	0	0	0	0	0	
ENSG00000234213	0	0	0	0	0	0	0	0	0	FHP1
ENSG00000234215	30	25	21	21	12	21	18	13	31	CT66
ENSG00000234217	0	0	0	0	0	0	0	0	0	RBPJP7
ENSG00000234219	0	0	0	0	0	0	2	0	0	CDCA4P4
ENSG00000234222	18	14	15	19	21	8	2	14	15	LIX1L-AS1
ENSG00000234223	0	0	0	0	0	0	0	0	0	NA
ENSG00000234224	3620	3912	3865	3031	2898	2912	2575	3296	3666	TMEM229A
ENSG00000234225	0	0	0	1	0	0	0	0	0	
ENSG00000234226	0	0	0	0	0	0	0	0	0	NDUFS5P2
ENSG00000234227	0	0	0	0	0	0	0	0	0	RPL7L1P1
ENSG00000234228	0	0	0	0	0	0	0	0	0	NCLP2
ENSG00000234230	5	3	3	3	5	1	4	3	0	ZFX-AS1
ENSG00000234231	0	0	0	0	1	0	0	1	0	ANAPC1P4
ENSG00000234232	0	0	0	0	0	0	0	0	0	PDE4DIPP7
ENSG00000234233	4	1	6	0	0	7	1	2	4	KCNH1-IT1
ENSG00000234234	0	0	0	0	0	0	0	0	0	MTCO2P8
ENSG00000234235	7	4	2	0	4	0	1	0	0	BOK-AS1
ENSG00000234238	0	0	0	0	0	0	0	0	0	
ENSG00000234239	0	0	0	0	0	0	0	0	0	CFL1P8
ENSG00000234241	3	9	8	3	11	1	9	6	6	SYNCRIPP1
ENSG00000234244	0	0	0	0	0	0	0	0	0	
ENSG00000234247	0	0	0	0	0	0	0	0	0	DNAJB6P6
ENSG00000234253	2	16	7	7	4	7	1	5	0	RPL7P13
ENSG00000234255	4	0	0	6	0	0	0	2	0	
ENSG00000234256	0	0	1	0	0	0	0	0	0	PTCD2P2
ENSG00000234257	0	0	0	0	0	0	0	0	0	SOD2P1
ENSG00000234259	0	0	0	1	1	0	0	1	0	
ENSG00000234261	0	0	0	0	0	0	0	0	0	
ENSG00000234262	0	0	0	0	0	0	0	0	0	
ENSG00000234263	1	1	5	2	3	3	5	1	1	MAP3K5-AS1
ENSG00000234264	0	0	0	4	2	2	0	0	0	DEPDC1-AS1
ENSG00000234265	1	0	0	0	0	0	0	0	0	LINC01723
ENSG00000234267	0	0	0	0	0	0	0	0	0	TULP3P1
ENSG00000234268	14	4	6	9	7	13	9	0	2	RPS27P19
ENSG00000234269	0	0	0	0	0	0	0	0	0	
ENSG00000234270	0	0	0	0	0	2	0	0	0	RPL36P20
