ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
R-HSA-140875,Common Pathway of Fibrin Clot Formation,1/265,22/11091,0.41289026585994226,0.8099133961837842,0.7040260624721866,57126,1
R-HSA-2979096,NOTCH2 Activation and Transmission of Signal to the Nucleus,1/265,22/11091,0.41289026585994226,0.8099133961837842,0.7040260624721866,3714,1
R-HSA-392154,Nitric oxide stimulates guanylate cyclase,1/265,22/11091,0.41289026585994226,0.8099133961837842,0.7040260624721866,5138,1
R-HSA-5365859,RA biosynthesis pathway,1/265,22/11091,0.41289026585994226,0.8099133961837842,0.7040260624721866,8644,1
R-HSA-5654712,FRS-mediated FGFR4 signaling,1/265,22/11091,0.41289026585994226,0.8099133961837842,0.7040260624721866,2246,1
R-HSA-5655332,Signaling by FGFR3 in disease,1/265,22/11091,0.41289026585994226,0.8099133961837842,0.7040260624721866,2246,1
R-HSA-5686938,Regulation of TLR by endogenous ligand,1/265,22/11091,0.41289026585994226,0.8099133961837842,0.7040260624721866,7096,1
R-HSA-912631,Regulation of signaling by CBL,1/265,22/11091,0.41289026585994226,0.8099133961837842,0.7040260624721866,6850,1
R-HSA-2142753,Arachidonic acid metabolism,2/265,59/11091,0.4135727980512941,0.8099133961837842,0.7040260624721866,5730/8644,2
R-HSA-9664407,Parasite infection,2/265,59/11091,0.4135727980512941,0.8099133961837842,0.7040260624721866,6850/695,2
R-HSA-9664417,Leishmania phagocytosis,2/265,59/11091,0.4135727980512941,0.8099133961837842,0.7040260624721866,6850/695,2
R-HSA-9664422,FCGR3A-mediated phagocytosis,2/265,59/11091,0.4135727980512941,0.8099133961837842,0.7040260624721866,6850/695,2
R-HSA-9833110,RSV-host interactions,3/265,98/11091,0.4164053170336478,0.8133423335306575,0.7070067036989619,6383/4131/2719,3
R-HSA-9679191,Potential therapeutics for SARS,3/265,99/11091,0.42279754607996156,0.8190394660597927,0.7119589983526474,6850/478/695,3
R-HSA-389948,PD-1 signaling,1/265,23/11091,0.42694610464818983,0.8190394660597927,0.7119589983526474,29126,1
R-HSA-5654693,FRS-mediated FGFR1 signaling,1/265,23/11091,0.42694610464818983,0.8190394660597927,0.7119589983526474,2246,1
R-HSA-5654695,PI-3K cascade:FGFR2,1/265,23/11091,0.42694610464818983,0.8190394660597927,0.7119589983526474,2246,1
R-HSA-5654699,SHC-mediated cascade:FGFR2,1/265,23/11091,0.42694610464818983,0.8190394660597927,0.7119589983526474,2246,1
R-HSA-8949215,Mitochondrial calcium ion transport,1/265,23/11091,0.42694610464818983,0.8190394660597927,0.7119589983526474,6547,1
R-HSA-8956321,Nucleotide salvage,1/265,23/11091,0.42694610464818983,0.8190394660597927,0.7119589983526474,2766,1
R-HSA-2029482,Regulation of actin dynamics for phagocytic cup formation,2/265,61/11091,0.43013244215018265,0.8230524083891536,0.7154472922867644,6850/695,2
R-HSA-202040,G-protein activation,1/265,24/11091,0.44066667586866615,0.8305296748201426,0.7219469877705889,4988,1
R-HSA-449836,Other interleukin signaling,1/265,24/11091,0.44066667586866615,0.8305296748201426,0.7219469877705889,6804,1
R-HSA-452723,Transcriptional regulation of pluripotent stem cells,1/265,24/11091,0.44066667586866615,0.8305296748201426,0.7219469877705889,57167,1
R-HSA-6783589,Interleukin-6 family signaling,1/265,24/11091,0.44066667586866615,0.8305296748201426,0.7219469877705889,3589,1
R-HSA-8940973,RUNX2 regulates osteoblast differentiation,1/265,24/11091,0.44066667586866615,0.8305296748201426,0.7219469877705889,25937,1
R-HSA-9634638,Estrogen-dependent nuclear events downstream of ESR-membrane signaling,1/265,24/11091,0.44066667586866615,0.8305296748201426,0.7219469877705889,2353,1
R-HSA-9033241,Peroxisomal protein import,2/265,63/11091,0.4464422553003349,0.8333976696889552,0.724440023623798,283927/51268,2
R-HSA-210991,Basigin interactions,1/265,25/11091,0.4540599469353329,0.8333976696889552,0.724440023623798,3897,1
R-HSA-5654700,FRS-mediated FGFR2 signaling,1/265,25/11091,0.4540599469353329,0.8333976696889552,0.724440023623798,2246,1
R-HSA-5654708,Downstream signaling of activated FGFR3,1/265,25/11091,0.4540599469353329,0.8333976696889552,0.724440023623798,2246,1
R-HSA-9006115,Signaling by NTRK2 (TRKB),1/265,25/11091,0.4540599469353329,0.8333976696889552,0.724440023623798,627,1
R-HSA-9013507,NOTCH3 Activation and Transmission of Signal to the Nucleus,1/265,25/11091,0.4540599469353329,0.8333976696889552,0.724440023623798,3714,1
R-HSA-9013508,NOTCH3 Intracellular Domain Regulates Transcription,1/265,25/11091,0.4540599469353329,0.8333976696889552,0.724440023623798,10320,1
R-HSA-933542,TRAF6 mediated NF-kB activation,1/265,25/11091,0.4540599469353329,0.8333976696889552,0.724440023623798,6285,1
R-HSA-9705462,Inactivation of CSF3 (G-CSF) signaling,1/265,25/11091,0.4540599469353329,0.8333976696889552,0.724440023623798,6850,1
R-HSA-977068,Termination of O-glycan biosynthesis,1/265,25/11091,0.4540599469353329,0.8333976696889552,0.724440023623798,4585,1
R-HSA-2219528,PI3K/AKT Signaling in Cancer,3/265,104/11091,0.4543790486336059,0.8333976696889552,0.724440023623798,4254/118788/2246,3
R-HSA-1236975,Antigen processing-Cross presentation,3/265,105/11091,0.4606113524983553,0.8427730829166987,0.7325897039351483,7096/3106/695,3
R-HSA-8873719,RAB geranylgeranylation,2/265,65/11091,0.46248887258267346,0.844154447044103,0.7337904697849775,5865/51560,2
R-HSA-6811558,"PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling",3/265,106/11091,0.46681315461347905,0.8461150621810836,0.7354947558992904,4254/118788/2246,3
R-HSA-5223345,Miscellaneous transport and binding events,1/265,26/11091,0.4671336966246642,0.8461150621810836,0.7354947558992904,2039,1
R-HSA-975576,N-glycan antennae elongation in the medial/trans-Golgi,1/265,26/11091,0.4671336966246642,0.8461150621810836,0.7354947558992904,51046,1
R-HSA-166016,Toll Like Receptor 4 (TLR4) Cascade,4/265,147/11091,0.4680636514193228,0.8461150621810836,0.7354947558992904,2353/6285/7096/695,4
R-HSA-1650814,Collagen biosynthesis and modifying enzymes,2/265,67/11091,0.47826073711391515,0.8551692670212147,0.7433652223126742,1303/1297,2
R-HSA-9018519,Estrogen-dependent gene expression,4/265,149/11091,0.4785095313798172,0.8551692670212147,0.7433652223126742,2353/6387/8338/8204,4
R-HSA-114508,Effects of PIP2 hydrolysis,1/265,27/11091,0.47989551952520293,0.8551692670212147,0.7433652223126742,10235,1
R-HSA-5357769,Caspase activation via extrinsic apoptotic signalling pathway,1/265,27/11091,0.47989551952520293,0.8551692670212147,0.7433652223126742,90249,1
R-HSA-5654716,Downstream signaling of activated FGFR4,1/265,27/11091,0.47989551952520293,0.8551692670212147,0.7433652223126742,2246,1
R-HSA-912526,Interleukin receptor SHC signaling,1/265,27/11091,0.47989551952520293,0.8551692670212147,0.7433652223126742,3635,1
R-HSA-1855204,Synthesis of IP3 and IP4 in the cytosol,1/265,28/11091,0.49235283038256217,0.8637563131151323,0.7508296058853544,3635,1
R-HSA-400042,"Adrenaline,noradrenaline inhibits insulin secretion",1/265,28/11091,0.49235283038256217,0.8637563131151323,0.7508296058853544,775,1
R-HSA-5620971,Pyroptosis,1/265,28/11091,0.49235283038256217,0.8637563131151323,0.7508296058853544,834,1
R-HSA-157118,Signaling by NOTCH,6/265,235/11091,0.49301281428106825,0.8637563131151323,0.7508296058853544,3955/10320/92737/8788/3714/8338,6
R-HSA-3371453,Regulation of HSF1-mediated heat shock response,2/265,69/11091,0.49374796022570555,0.8637563131151323,0.7508296058853544,9531/259217,2
R-HSA-380259,Loss of Nlp from mitotic centrosomes,2/265,70/11091,0.5013821648438619,0.8637563131151323,0.7508296058853544,7277/10382,2
R-HSA-380284,Loss of proteins required for interphase microtubule organization from the centrosome,2/265,70/11091,0.5013821648438619,0.8637563131151323,0.7508296058853544,7277/10382,2
R-HSA-983705,Signaling by the B Cell Receptor (BCR),3/265,112/11091,0.5033303449299988,0.8637563131151323,0.7508296058853544,118788/6850/695,3
R-HSA-390918,Peroxisomal lipid metabolism,1/265,29/11091,0.5045128683423037,0.8637563131151323,0.7508296058853544,283927,1
R-HSA-420029,Tight junction interactions,1/265,29/11091,0.5045128683423037,0.8637563131151323,0.7508296058853544,50855,1
R-HSA-5654732,Negative regulation of FGFR3 signaling,1/265,29/11091,0.5045128683423037,0.8637563131151323,0.7508296058853544,2246,1
R-HSA-9615017,"FOXO-mediated transcription of oxidative stress, metabolic and neuronal genes",1/265,29/11091,0.5045128683423037,0.8637563131151323,0.7508296058853544,4852,1
R-HSA-983170,"Antigen Presentation: Folding, assembly and peptide loading of class I MHC",1/265,29/11091,0.5045128683423037,0.8637563131151323,0.7508296058853544,3106,1
R-HSA-5673001,RAF/MAP kinase cascade,7/265,280/11091,0.5058000550450988,0.8637563131151323,0.7508296058853544,4254/57731/2902/2674/1741/4684/2246,7
R-HSA-199418,Negative regulation of the PI3K/AKT network,3/265,113/11091,0.509292862712577,0.8637563131151323,0.7508296058853544,4254/118788/2246,3
R-HSA-5610787,Hedgehog 'off' state,3/265,113/11091,0.509292862712577,0.8637563131151323,0.7508296058853544,7277/10382/7280,3
R-HSA-9730414,MITF-M-regulated melanocyte development,3/265,114/11091,0.5152179483326832,0.8637563131151323,0.7508296058853544,4254/51176/2766,3
R-HSA-201556,Signaling by ALK,1/265,30/11091,0.5163827010930984,0.8637563131151323,0.7508296058853544,29126,1
R-HSA-2173795,Downregulation of SMAD2/3:SMAD4 transcriptional activity,1/265,30/11091,0.5163827010930984,0.8637563131151323,0.7508296058853544,25937,1
R-HSA-3928663,EPHA-mediated growth cone collapse,1/265,30/11091,0.5163827010930984,0.8637563131151323,0.7508296058853544,284656,1
R-HSA-5654696,Downstream signaling of activated FGFR2,1/265,30/11091,0.5163827010930984,0.8637563131151323,0.7508296058853544,2246,1
R-HSA-9674555,Signaling by CSF3 (G-CSF),1/265,30/11091,0.5163827010930984,0.8637563131151323,0.7508296058853544,6850,1
R-HSA-9843743,Transcriptional regulation of brown and beige adipocyte differentiation,1/265,30/11091,0.5163827010930984,0.8637563131151323,0.7508296058853544,655,1
R-HSA-9844594,Transcriptional regulation of brown and beige adipocyte differentiation by EBF2,1/265,30/11091,0.5163827010930984,0.8637563131151323,0.7508296058853544,655,1
R-HSA-446728,Cell junction organization,3/265,115/11091,0.5211048932238,0.8637563131151323,0.7508296058853544,50855/2318/3914,3
R-HSA-606279,Deposition of new CENPA-containing nucleosomes at the centromere,2/265,73/11091,0.5238364927717187,0.8637563131151323,0.7508296058853544,55320/8338,2
R-HSA-70171,Glycolysis,2/265,73/11091,0.5238364927717187,0.8637563131151323,0.7508296058853544,226/2026,2
R-HSA-774815,Nucleosome assembly,2/265,73/11091,0.5238364927717187,0.8637563131151323,0.7508296058853544,55320/8338,2
R-HSA-8854518,AURKA Activation by TPX2,2/265,73/11091,0.5238364927717187,0.8637563131151323,0.7508296058853544,7277/10382,2
R-HSA-1839124,FGFR1 mutant receptor activation,1/265,31/11091,0.5279692289124931,0.8637563131151323,0.7508296058853544,2246,1
R-HSA-201451,Signaling by BMP,1/265,31/11091,0.5279692289124931,0.8637563131151323,0.7508296058853544,7049,1
R-HSA-450282,MAPK targets/ Nuclear events mediated by MAP kinases,1/265,31/11091,0.5279692289124931,0.8637563131151323,0.7508296058853544,2353,1
R-HSA-5339562,Uptake and actions of bacterial toxins,1/265,31/11091,0.5279692289124931,0.8637563131151323,0.7508296058853544,6804,1
R-HSA-5654687,Downstream signaling of activated FGFR1,1/265,31/11091,0.5279692289124931,0.8637563131151323,0.7508296058853544,2246,1
R-HSA-5654733,Negative regulation of FGFR4 signaling,1/265,31/11091,0.5279692289124931,0.8637563131151323,0.7508296058853544,2246,1
R-HSA-917977,Transferrin endocytosis and recycling,1/265,31/11091,0.5279692289124931,0.8637563131151323,0.7508296058853544,7018,1
R-HSA-9680350,Signaling by CSF1 (M-CSF) in myeloid cells,1/265,31/11091,0.5279692289124931,0.8637563131151323,0.7508296058853544,3635,1
R-HSA-5684996,MAPK1/MAPK3 signaling,7/265,286/11091,0.528361574511916,0.8637563131151323,0.7508296058853544,4254/57731/2902/2674/1741/4684/2246,7
R-HSA-9013408,RHOG GTPase cycle,2/265,74/11091,0.5311693619035578,0.8664628202851962,0.7531822667932627,5337/6472,2
R-HSA-9648025,EML4 and NUDC in mitotic spindle formation,3/265,117/11091,0.5327616907165558,0.8671792022053029,0.7538049895989547,7277/10382/7280,3
R-HSA-9609646,HCMV Infection,4/265,160/11091,0.5344175370326869,0.867995654100606,0.7545146993231752,7277/10382/8338/7280,4
R-HSA-397795,G-protein beta:gamma signalling,1/265,32/11091,0.539279188617574,0.8721246233127218,0.7581038508919375,695,1
R-HSA-8941326,RUNX2 regulates bone development,1/265,32/11091,0.539279188617574,0.8721246233127218,0.7581038508919375,25937,1
R-HSA-9820952,Respiratory Syncytial Virus Infection Pathway,3/265,120/11091,0.5499449784848938,0.8786412025093439,0.7637684585082624,6383/4131/2719,3
R-HSA-1839126,FGFR2 mutant receptor activation,1/265,33/11091,0.5503191574227406,0.8786412025093439,0.7637684585082624,2246,1
R-HSA-1980145,Signaling by NOTCH2,1/265,33/11091,0.5503191574227406,0.8786412025093439,0.7637684585082624,3714,1
R-HSA-4085001,Sialic acid metabolism,1/265,33/11091,0.5503191574227406,0.8786412025093439,0.7637684585082624,51046,1
R-HSA-5357956,TNFR1-induced NF-kappa-B signaling pathway,1/265,33/11091,0.5503191574227406,0.8786412025093439,0.7637684585082624,7185,1
R-HSA-5654726,Negative regulation of FGFR1 signaling,1/265,33/11091,0.5503191574227406,0.8786412025093439,0.7637684585082624,2246,1
R-HSA-9009391,Extra-nuclear estrogen signaling,2/265,77/11091,0.5527039671913196,0.8805792019658313,0.7654530856953825,2353/4318,2
R-HSA-9609507,Protein localization,4/265,164/11091,0.5540062037083533,0.8807878756631748,0.7656344775851506,6804/283927/51268/9381,4
R-HSA-5579029,Metabolic disorders of biological oxidation enzymes,1/265,34/11091,0.5610955567067859,0.8883028603021116,0.7721669600330506,4128,1
R-HSA-5654727,Negative regulation of FGFR2 signaling,1/265,34/11091,0.5610955567067859,0.8883028603021116,0.7721669600330506,2246,1
R-HSA-114604,GPVI-mediated activation cascade,1/265,35/11091,0.5716146556913844,0.8938007596962995,0.7769460691089054,6850,1
R-HSA-9687139,Aberrant regulation of mitotic cell cycle due to RB1 defects,1/265,35/11091,0.5716146556913844,0.8938007596962995,0.7769460691089054,1028,1
R-HSA-9006931,Signaling by Nuclear Receptors,7/265,298/11091,0.5722397034130609,0.8938007596962995,0.7769460691089054,2353/8644/4318/6387/8338/8204/1382,7
R-HSA-1483257,Phospholipid metabolism,5/265,212/11091,0.5748966714829895,0.8938007596962995,0.7769460691089054,43/5337/1103/3635/64900,5
R-HSA-168898,Toll-like Receptor Cascades,4/265,169/11091,0.5778670120417944,0.8938007596962995,0.7769460691089054,2353/6285/7096/695,4
R-HSA-390522,Striated Muscle Contraction,1/265,36/11091,0.5818825750330795,0.8938007596962995,0.7769460691089054,1756,1
R-HSA-5663213,RHO GTPases Activate WASPs and WAVEs,1/265,36/11091,0.5818825750330795,0.8938007596962995,0.7769460691089054,695,1
R-HSA-6804757,Regulation of TP53 Degradation,1/265,36/11091,0.5818825750330795,0.8938007596962995,0.7769460691089054,6446,1
R-HSA-8956319,Nucleotide catabolism,1/265,36/11091,0.5818825750330795,0.8938007596962995,0.7769460691089054,4907,1
R-HSA-9824585,Regulation of MITF-M-dependent genes involved in pigmentation,1/265,36/11091,0.5818825750330795,0.8938007596962995,0.7769460691089054,51176,1
R-HSA-380270,Recruitment of mitotic centrosome proteins and complexes,2/265,82/11091,0.5870250352528463,0.8938007596962995,0.7769460691089054,7277/10382,2
R-HSA-380287,Centrosome maturation,2/265,82/11091,0.5870250352528463,0.8938007596962995,0.7769460691089054,7277/10382,2
R-HSA-9856651,MITF-M-dependent gene expression,2/265,82/11091,0.5870250352528463,0.8938007596962995,0.7769460691089054,51176/2766,2
R-HSA-2500257,Resolution of Sister Chromatid Cohesion,3/265,127/11091,0.5885584173131659,0.8938007596962995,0.7769460691089054,7277/10382/7280,3
R-HSA-111933,Calmodulin induced events,1/265,37/11091,0.5919052903307941,0.8938007596962995,0.7769460691089054,5582,1
R-HSA-111997,CaM pathway,1/265,37/11091,0.5919052903307941,0.8938007596962995,0.7769460691089054,5582,1
R-HSA-1660661,Sphingolipid de novo biosynthesis,1/265,37/11091,0.5919052903307941,0.8938007596962995,0.7769460691089054,5587,1
R-HSA-168638,NOD1/2 Signaling Pathway,1/265,37/11091,0.5919052903307941,0.8938007596962995,0.7769460691089054,834,1
R-HSA-2129379,Molecules associated with elastic fibres,1/265,37/11091,0.5919052903307941,0.8938007596962995,0.7769460691089054,655,1
R-HSA-5689901,Metalloprotease DUBs,1/265,37/11091,0.5919052903307941,0.8938007596962995,0.7769460691089054,8338,1
R-HSA-6806003,Regulation of TP53 Expression and Degradation,1/265,37/11091,0.5919052903307941,0.8938007596962995,0.7769460691089054,6446,1
R-HSA-8979227,Triglyceride metabolism,1/265,37/11091,0.5919052903307941,0.8938007596962995,0.7769460691089054,64900,1
R-HSA-9675126,Diseases of mitotic cell cycle,1/265,37/11091,0.5919052903307941,0.8938007596962995,0.7769460691089054,1028,1
R-HSA-446203,Asparagine N-linked glycosylation,7/265,304/11091,0.5934576668989042,0.8942091974984752,0.7773011081278739,7277/57731/10382/286/51046/7280/63908,7
R-HSA-70326,Glucose metabolism,2/265,84/11091,0.6001987834400706,0.8942091974984752,0.7773011081278739,226/2026,2
R-HSA-6798695,Neutrophil degranulation,11/265,480/11091,0.6004348022753323,0.8942091974984752,0.7773011081278739,7130/718/5337/23114/4318/226/5806/64386/5799/3106/57126,11
R-HSA-111465,Apoptotic cleavage of cellular proteins,1/265,38/11091,0.6016886355508356,0.8942091974984752,0.7773011081278739,4137,1
R-HSA-5655302,Signaling by FGFR1 in disease,1/265,38/11091,0.6016886355508356,0.8942091974984752,0.7773011081278739,2246,1
R-HSA-8853884,Transcriptional Regulation by VENTX,1/265,38/11091,0.6016886355508356,0.8942091974984752,0.7773011081278739,51176,1
R-HSA-9013424,RHOV GTPase cycle,1/265,38/11091,0.6016886355508356,0.8942091974984752,0.7773011081278739,50855,1
R-HSA-9607240,FLT3 Signaling,1/265,38/11091,0.6016886355508356,0.8942091974984752,0.7773011081278739,6850,1
R-HSA-912446,Meiotic recombination,2/265,85/11091,0.6066664975143055,0.8957025284317072,0.7785992023461509,27030/8338,2
R-HSA-111996,Ca-dependent events,1/265,39/11091,0.6112383063713396,0.8957025284317072,0.7785992023461509,5582,1
R-HSA-140877,Formation of Fibrin Clot (Clotting Cascade),1/265,39/11091,0.6112383063713396,0.8957025284317072,0.7785992023461509,57126,1
R-HSA-420499,Class C/3 (Metabotropic glutamate/pheromone receptors),1/265,39/11091,0.6112383063713396,0.8957025284317072,0.7785992023461509,2912,1
R-HSA-9840310,Glycosphingolipid catabolism,1/265,39/11091,0.6112383063713396,0.8957025284317072,0.7785992023461509,55512,1
R-HSA-8939211,ESR-mediated signaling,5/265,222/11091,0.6159242975415475,0.8957025284317072,0.7785992023461509,2353/4318/6387/8338/8204,5
R-HSA-198933,Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell,3/265,133/11091,0.6199244193243895,0.8957025284317072,0.7785992023461509,718/10219/3106,3
R-HSA-1461957,Beta defensins,1/265,40/11091,0.6205598634480312,0.8957025284317072,0.7785992023461509,7096,1
R-HSA-1483166,Synthesis of PA,1/265,40/11091,0.6205598634480312,0.8957025284317072,0.7785992023461509,5337,1
R-HSA-5654741,Signaling by FGFR3,1/265,40/11091,0.6205598634480312,0.8957025284317072,0.7785992023461509,2246,1
R-HSA-6783310,Fanconi Anemia Pathway,1/265,40/11091,0.6205598634480312,0.8957025284317072,0.7785992023461509,57697,1
R-HSA-8853659,RET signaling,1/265,40/11091,0.6205598634480312,0.8957025284317072,0.7785992023461509,2674,1
R-HSA-9013420,RHOU GTPase cycle,1/265,40/11091,0.6205598634480312,0.8957025284317072,0.7785992023461509,50855,1
R-HSA-9664323,FCGR3A-mediated IL10 synthesis,1/265,40/11091,0.6205598634480312,0.8957025284317072,0.7785992023461509,6850,1
R-HSA-9692916,SARS-CoV-1 activates/modulates innate immune responses,1/265,40/11091,0.6205598634480312,0.8957025284317072,0.7785992023461509,834,1
R-HSA-2565942,Regulation of PLK1 Activity at G2/M Transition,2/265,88/11091,0.6255936527619643,0.9009047798319048,0.7831213161752699,7277/10382,2
R-HSA-5654743,Signaling by FGFR4,1/265,41/11091,0.6296587356031547,0.9009047798319048,0.7831213161752699,2246,1
R-HSA-9717207,"Sensory perception of sweet, bitter, and umami (glutamate) taste",1/265,41/11091,0.6296587356031547,0.9009047798319048,0.7831213161752699,6326,1
R-HSA-190236,Signaling by FGFR,2/265,89/11091,0.6317444678363735,0.9009047798319048,0.7831213161752699,7049/2246,2
R-HSA-3371556,Cellular response to heat stress,2/265,89/11091,0.6317444678363735,0.9009047798319048,0.7831213161752699,9531/259217,2
R-HSA-9616222,Transcriptional regulation of granulopoiesis,2/265,89/11091,0.6317444678363735,0.9009047798319048,0.7831213161752699,51176/8338,2
R-HSA-1632852,Macroautophagy,3/265,136/11091,0.6349886487324781,0.9009047798319048,0.7831213161752699,7277/10382/7280,3
R-HSA-201722,Formation of the beta-catenin:TCF transactivating complex,2/265,90/11091,0.6378164740361582,0.9009047798319048,0.7831213161752699,51176/8338,2
R-HSA-2173782,Binding and Uptake of Ligands by Scavenger Receptors,1/265,42/11091,0.6385402229393686,0.9009047798319048,0.7831213161752699,4035,1
R-HSA-3769402,Deactivation of the beta-catenin transactivating complex,1/265,42/11091,0.6385402229393686,0.9009047798319048,0.7831213161752699,51176,1
R-HSA-381676,Glucagon-like Peptide-1 (GLP1) regulates insulin secretion,1/265,42/11091,0.6385402229393686,0.9009047798319048,0.7831213161752699,3745,1
R-HSA-9035034,RHOF GTPase cycle,1/265,42/11091,0.6385402229393686,0.9009047798319048,0.7831213161752699,10409,1
R-HSA-1489509,DAG and IP3 signaling,1/265,43/11091,0.6472094998803648,0.9047065263141821,0.7864260258134198,5582,1
R-HSA-432040,Vasopressin regulates renal water homeostasis via Aquaporins,1/265,43/11091,0.6472094998803648,0.9047065263141821,0.7864260258134198,358,1
R-HSA-5655253,Signaling by FGFR2 in disease,1/265,43/11091,0.6472094998803648,0.9047065263141821,0.7864260258134198,2246,1
R-HSA-111885,Opioid Signalling,2/265,92/11091,0.6497250519398131,0.9047065263141821,0.7864260258134198,5582/4988,2
R-HSA-4086400,PCP/CE pathway,2/265,92/11091,0.6497250519398131,0.9047065263141821,0.7864260258134198,50855/5582,2
R-HSA-5663220,RHO GTPases Activate Formins,3/265,140/11091,0.6544229382128974,0.9047065263141821,0.7864260258134198,7277/10382/7280,3
R-HSA-71291,Metabolism of amino acids and derivatives,8/265,367/11091,0.654634626164988,0.9047065263141821,0.7864260258134198,29958/51268/162417/445/2628/57571/1373/1735,8
R-HSA-109704,PI3K Cascade,1/265,44/11091,0.6556716181399325,0.9047065263141821,0.7864260258134198,2246,1
R-HSA-1566948,Elastic fibre formation,1/265,44/11091,0.6556716181399325,0.9047065263141821,0.7864260258134198,655,1
R-HSA-373752,Netrin-1 signaling,1/265,44/11091,0.6556716181399325,0.9047065263141821,0.7864260258134198,90249,1
R-HSA-5633008,TP53 Regulates Transcription of Cell Death Genes,1/265,44/11091,0.6556716181399325,0.9047065263141821,0.7864260258134198,834,1
R-HSA-6811438,Intra-Golgi traffic,1/265,44/11091,0.6556716181399325,0.9047065263141821,0.7864260258134198,63908,1
R-HSA-8936459,RUNX1 regulates genes involved in megakaryocyte differentiation and platelet function,2/265,94/11091,0.6613216950355438,0.9061279405355692,0.7876616056447208,8338/8013,2
R-HSA-9679506,SARS-CoV Infections,9/265,414/11091,0.6616411141713264,0.9061279405355692,0.7876616056447208,6383/2697/6850/7096/2719/834/3106/478/695,9
R-HSA-5683057,MAPK family signaling cascades,7/265,325/11091,0.6632748951739986,0.9061279405355692,0.7876616056447208,4254/57731/2902/2674/1741/4684/2246,7
R-HSA-3899300,SUMOylation of transcription cofactors,1/265,45/11091,0.6639315096211418,0.9061279405355692,0.7876616056447208,8204,1
R-HSA-445355,Smooth Muscle Contraction,1/265,45/11091,0.6639315096211418,0.9061279405355692,0.7876616056447208,8913,1
R-HSA-445989,TAK1-dependent IKK and NF-kappa-B activation,1/265,45/11091,0.6639315096211418,0.9061279405355692,0.7876616056447208,6285,1
R-HSA-373080,Class B/2 (Secretin family receptors),2/265,95/11091,0.6670038955651895,0.9079154236025543,0.7892153948168901,7432/117,2
R-HSA-8854214,TBC/RABGAPs,1/265,46/11091,0.6719939892472866,0.9079154236025543,0.7892153948168901,51560,1
R-HSA-8878159,Transcriptional regulation by RUNX3,2/265,96/11091,0.6726091935623778,0.9079154236025543,0.7892153948168901,51176/25937,2
R-HSA-168142,Toll Like Receptor 10 (TLR10) Cascade,2/265,97/11091,0.6781380048193213,0.9079154236025543,0.7892153948168901,2353/6285,2
R-HSA-168176,Toll Like Receptor 5 (TLR5) Cascade,2/265,97/11091,0.6781380048193213,0.9079154236025543,0.7892153948168901,2353/6285,2
R-HSA-975871,MyD88 cascade initiated on plasma membrane,2/265,97/11091,0.6781380048193213,0.9079154236025543,0.7892153948168901,2353/6285,2
R-HSA-2173789,TGF-beta receptor signaling activates SMADs,1/265,47/11091,0.6798637577261883,0.9079154236025543,0.7892153948168901,7049,1
R-HSA-6783783,Interleukin-10 signaling,1/265,47/11091,0.6798637577261883,0.9079154236025543,0.7892153948168901,3627,1
R-HSA-69231,Cyclin D associated events in G1,1/265,47/11091,0.6798637577261883,0.9079154236025543,0.7892153948168901,1028,1
R-HSA-69236,G1 Phase,1/265,47/11091,0.6798637577261883,0.9079154236025543,0.7892153948168901,1028,1
R-HSA-9024446,NR1H2 and NR1H3-mediated signaling,1/265,47/11091,0.6798637577261883,0.9079154236025543,0.7892153948168901,8204,1
R-HSA-9717189,Sensory perception of taste,1/265,47/11091,0.6798637577261883,0.9079154236025543,0.7892153948168901,6326,1
R-HSA-3858494,Beta-catenin independent WNT signaling,3/265,146/11091,0.6821698861328978,0.9079154236025543,0.7892153948168901,50855/5582/51176,3
R-HSA-5620912,Anchoring of the basal body to the plasma membrane,2/265,98/11091,0.6835907691481895,0.9079154236025543,0.7892153948168901,7277/10382,2
R-HSA-112399,IRS-mediated signalling,1/265,48/11091,0.6875454042494191,0.9079154236025543,0.7892153948168901,2246,1
R-HSA-418597,G alpha (z) signalling events,1/265,48/11091,0.6875454042494191,0.9079154236025543,0.7892153948168901,5582,1
R-HSA-5357905,Regulation of TNFR1 signaling,1/265,48/11091,0.6875454042494191,0.9079154236025543,0.7892153948168901,7185,1
R-HSA-9707616,Heme signaling,1/265,48/11091,0.6875454042494191,0.9079154236025543,0.7892153948168901,8204,1
R-HSA-15869,Metabolism of nucleotides,2/265,99/11091,0.6889679490052663,0.9079154236025543,0.7892153948168901,4907/2766,2
R-HSA-2559583,Cellular Senescence,4/265,195/11091,0.6893879080811949,0.9079154236025543,0.7892153948168901,2353/4217/8338/23043,4
R-HSA-5358351,Signaling by Hedgehog,3/265,149/11091,0.6954113970312167,0.9142471513417394,0.7947193182855826,7277/10382/7280,3
R-HSA-1461973,Defensins,1/265,50/11091,0.7023621463658936,0.9211045042411685,0.8006801471637257,7096,1
R-HSA-9612973,Autophagy,3/265,151/11091,0.7040060758348781,0.9211045042411685,0.8006801471637257,7277/10382/7280,3
R-HSA-112043,PLC beta mediated events,1/265,51/11091,0.7095058861732515,0.9211045042411685,0.8006801471637257,5582,1
