ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
R-HSA-5684996,MAPK1/MAPK3 signaling,3/112,286/11091,0.5550063728080077,0.6876064175429257,0.62019120217851,2902/1741/2246,3
R-HSA-9663891,Selective autophagy,1/112,81/11091,0.5618146065039875,0.6913467363264796,0.623564807694282,7277,1
R-HSA-983712,Ion channel transport,2/112,186/11091,0.5634459231260678,0.6913467363264796,0.623564807694282,8989/80036,2
R-HSA-2871837,FCERI mediated NF-kB activation,1/112,82/11091,0.5662720782634385,0.6913467363264796,0.623564807694282,84433,1
R-HSA-380270,Recruitment of mitotic centrosome proteins and complexes,1/112,82/11091,0.5662720782634385,0.6913467363264796,0.623564807694282,7277,1
R-HSA-380287,Centrosome maturation,1/112,82/11091,0.5662720782634385,0.6913467363264796,0.623564807694282,7277,1
R-HSA-74752,Signaling by Insulin receptor,1/112,82/11091,0.5662720782634385,0.6913467363264796,0.623564807694282,2246,1
R-HSA-1168372,Downstream signaling events of B Cell Receptor (BCR),1/112,83/11091,0.5706846068522742,0.6933680126731737,0.6253879113992631,84433,1
R-HSA-195253,Degradation of beta-catenin by the destruction complex,1/112,83/11091,0.5706846068522742,0.6933680126731737,0.6253879113992631,51176,1
R-HSA-2990846,SUMOylation,2/112,189/11091,0.5721850409492875,0.6935158448132328,0.6255212495856509,8204/1029,2
R-HSA-2029480,Fcgamma receptor (FCGR) dependent phagocytosis,1/112,86/11091,0.5836570024526124,0.7057198851770771,0.6365287653266091,6850,1
R-HSA-2565942,Regulation of PLK1 Activity at G2/M Transition,1/112,88/11091,0.5920886661699329,0.7112441490250894,0.6415114120117474,7277,1
R-HSA-418346,Platelet homeostasis,1/112,88/11091,0.5920886661699329,0.7112441490250894,0.6415114120117474,5136,1
R-HSA-190236,Signaling by FGFR,1/112,89/11091,0.5962408128016667,0.7112441490250894,0.6415114120117474,2246,1
R-HSA-5687128,MAPK6/MAPK4 signaling,1/112,89/11091,0.5962408128016667,0.7112441490250894,0.6415114120117474,2308,1
R-HSA-9616222,Transcriptional regulation of granulopoiesis,1/112,89/11091,0.5962408128016667,0.7112441490250894,0.6415114120117474,51176,1
R-HSA-446203,Asparagine N-linked glycosylation,3/112,304/11091,0.5967098029594189,0.7112441490250894,0.6415114120117474,7277/149111/9331,3
R-HSA-201722,Formation of the beta-catenin:TCF transactivating complex,1/112,90/11091,0.6003510681158108,0.7122089322222945,0.6423816046621511,51176,1
R-HSA-390466,Chaperonin-mediated protein folding,1/112,90/11091,0.6003510681158108,0.7122089322222945,0.6423816046621511,7277,1
R-HSA-5617833,Cilium Assembly,2/112,201/11091,0.6058797592741267,0.7167426950794965,0.6464708623611237,7277/57576,2
R-HSA-111885,Opioid Signalling,1/112,92/11091,0.6084475761410437,0.7167426950794965,0.6464708623611237,5136,1
R-HSA-2682334,EPH-Ephrin signaling,1/112,92/11091,0.6084475761410437,0.7167426950794965,0.6464708623611237,2902,1
R-HSA-380320,Recruitment of NuMA to mitotic centrosomes,1/112,94/11091,0.6163814916824834,0.722703707030977,0.6518474369160847,7277,1
R-HSA-8936459,RUNX1 regulates genes involved in megakaryocyte differentiation and platelet function,1/112,94/11091,0.6163814916824834,0.722703707030977,0.6518474369160847,8013,1
R-HSA-6803157,Antimicrobial peptides,1/112,95/11091,0.6202884911306568,0.7255932814853961,0.6544537079003993,1113,1
R-HSA-391251,Protein folding,1/112,96/11091,0.6241560510609374,0.7284234192196092,0.6570063695378289,7277,1
R-HSA-9759194,Nuclear events mediated by NFE2L2,1/112,97/11091,0.6279845660478565,0.7311949924122032,0.6595062084956776,1029,1
R-HSA-202424,Downstream TCR signaling,1/112,98/11091,0.631774426753936,0.7315093547916841,0.6597897497440951,84433,1
R-HSA-5620912,Anchoring of the basal body to the plasma membrane,1/112,98/11091,0.631774426753936,0.7315093547916841,0.6597897497440951,7277,1
R-HSA-1483257,Phospholipid metabolism,2/112,212/11091,0.6349890119471917,0.7315093547916841,0.6597897497440951,43/1103,2
R-HSA-6811434,COPI-dependent Golgi-to-ER retrograde traffic,1/112,99/11091,0.6355260199681232,0.7315093547916841,0.6597897497440951,7277,1
R-HSA-9679191,Potential therapeutics for SARS,1/112,99/11091,0.6355260199681232,0.7315093547916841,0.6597897497440951,6850,1
R-HSA-6807878,COPI-mediated anterograde transport,1/112,101/11091,0.6429159319367141,0.7383258305117973,0.6659379155604993,7277,1
R-HSA-9645723,Diseases of programmed cell death,1/112,104/11091,0.6537232448879854,0.7490268614547988,0.6755897819127723,1029,1
R-HSA-211859,Biological oxidations,2/112,222/11091,0.6599864048715807,0.7502391209819664,0.6766831874923668,4128/4129,2
R-HSA-8939211,ESR-mediated signaling,2/112,222/11091,0.6599864048715807,0.7502391209819664,0.6766831874923668,6387/8204,2
R-HSA-373076,Class A/1 (Rhodopsin-like receptors),3/112,334/11091,0.6604296938140108,0.7502391209819664,0.6766831874923668,718/6387/7852,3
R-HSA-428157,Sphingolipid metabolism,1/112,106/11091,0.6607473769284515,0.7502391209819664,0.6766831874923668,9331,1
R-HSA-194138,Signaling by VEGF,1/112,108/11091,0.6676302728694269,0.7563469082282022,0.6821921470050332,7424,1
R-HSA-2559582,Senescence-Associated Secretory Phenotype (SASP),1/112,110/11091,0.6743747475090076,0.7605616547018629,0.6859936657455328,1029,1
R-HSA-9748784,Drug ADME,1/112,110/11091,0.6743747475090076,0.7605616547018629,0.6859936657455328,1645,1
R-HSA-5610787,Hedgehog 'off' state,1/112,113/11091,0.6842379403434561,0.7699590245923006,0.6944696863017298,7277,1
R-HSA-446728,Cell junction organization,1/112,115/11091,0.6906483142805335,0.7754377278640812,0.699411239320747,3914,1
R-HSA-9610379,HCMV Late Events,1/112,116/11091,0.6938049641348136,0.7772469865474638,0.7010431122778212,1052,1
R-HSA-9648025,EML4 and NUDC in mitotic spindle formation,1/112,117/11091,0.6969296879632331,0.7790125178789027,0.7026355450576688,7277,1
R-HSA-8878166,Transcriptional regulation by RUNX2,1/112,120/11091,0.7061154875968465,0.787530133616882,0.7103180654784476,25937,1
R-HSA-2132295,MHC class II antigen presentation,1/112,123/11091,0.7150252845460783,0.7957029162094631,0.7176895613399156,7277,1
R-HSA-71291,Metabolism of amino acids and derivatives,3/112,367/11091,0.7218787484441008,0.8015563144975335,0.7229690730322005,445/1373/1735,3
R-HSA-9755511,KEAP1-NFE2L2 pathway,1/112,126/11091,0.723667299291214,0.801772360227931,0.7231639369221265,1029,1
R-HSA-2500257,Resolution of Sister Chromatid Cohesion,1/112,127/11091,0.7264898494489325,0.8031305368633254,0.7243889534123537,7277,1
R-HSA-6809371,Formation of the cornified envelope,1/112,129/11091,0.732049509633222,0.8075019810208568,0.7283318066757126,11005,1
R-HSA-198933,Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell,1/112,133/11091,0.7428349984572773,0.8158209699214203,0.7358351742934648,718,1
R-HSA-8856688,Golgi-to-ER retrograde transport,1/112,133/11091,0.7428349984572773,0.8158209699214203,0.7358351742934648,7277,1
R-HSA-9609690,HCMV Early Events,1/112,135/11091,0.748065257311729,0.8197752166183,0.7394017335199065,7277,1
R-HSA-1632852,Macroautophagy,1/112,136/11091,0.7506407128777279,0.8208093012554286,0.7403344330670497,7277,1
R-HSA-202733,Cell surface interactions at the vascular wall,1/112,137/11091,0.7531900730016617,0.8218104267241558,0.7412374048720544,57126,1
R-HSA-913531,Interferon Signaling,2/112,269/11091,0.759631342442697,0.8264020446432069,0.7453788453305893,7277/3434,2
R-HSA-5663220,RHO GTPases Activate Formins,1/112,140/11091,0.7606841882103474,0.8264020446432069,0.7453788453305893,7277,1
R-HSA-3858494,Beta-catenin independent WNT signaling,1/112,146/11091,0.7750024087024531,0.8401426973649437,0.757772318853805,51176,1
R-HSA-162587,HIV Life Cycle,1/112,149/11091,0.7818397766125165,0.8439171837684458,0.7611767420826623,7852,1
R-HSA-5358351,Signaling by Hedgehog,1/112,149/11091,0.7818397766125165,0.8439171837684458,0.7611767420826623,7277,1
R-HSA-9612973,Autophagy,1/112,151/11091,0.7862832055768177,0.8468960436940884,0.7638635446942599,7277,1
R-HSA-1500931,Cell-Cell communication,1/112,153/11091,0.7906369236941511,0.8479538861794413,0.7648176727913345,3914,1
R-HSA-446652,Interleukin-1 family signaling,1/112,153/11091,0.7906369236941511,0.8479538861794413,0.7648176727913345,90865,1
R-HSA-1474165,Reproduction,1/112,154/11091,0.7927807035941561,0.8484440295911926,0.7652597609161954,7852,1
R-HSA-1852241,Organelle biogenesis and maintenance,2/112,296/11091,0.8047483714851803,0.8580775718590934,0.7739487987261049,7277/57576,2
R-HSA-5633007,Regulation of TP53 Activity,1/112,160/11091,0.8051940634542587,0.8580775718590934,0.7739487987261049,1029,1
R-HSA-983231,Factors involved in megakaryocyte development and platelet production,1/112,168/11091,0.8206057669234427,0.87265264431816425,0.7870948827061395,7277,1
R-HSA-109581,Apoptosis,1/112,180/11091,0.8414856889792975,0.8929689906257103,0.8054193469910665,1029,1
R-HSA-2467813,Separation of Sister Chromatids,1/112,190/11091,0.8570317030340228,0.9075514665812915,0.8185721086042411,7277,1
R-HSA-69275,G2/M Transition,1/112,197/11091,0.867005087054466,0.9152135151887345,0.825482944535617,7277,1
R-HSA-6798695,Neutrophil degranulation,3/112,480/11091,0.8689241604659085,0.9152135151887345,0.825482944535617,718/5788/57126,3
R-HSA-453274,Mitotic G2-G2/M phases,1/112,199/11091,0.8697257659248808,0.9152135151887345,0.825482944535617,7277,1
R-HSA-6811442,Intra-Golgi and retrograde Golgi-to-ER traffic,1/112,202/11091,0.8737036876446751,0.916929935944258,0.8270310817034114,7277,1
R-HSA-9705683,SARS-CoV-2-host interactions,1/112,203/11091,0.875002722173447,0.916929935944258,0.8270310817034114,2697,1
R-HSA-68877,Mitotic Prometaphase,1/112,205/11091,0.8775611951983424,0.9176991292822582,0.827724860773576,7277,1
R-HSA-3700989,Transcriptional Regulation by TP53,2/112,362/11091,0.8850385065036154,0.9226114035563293,0.8321555193738158,3486/1029,2
R-HSA-5357801,Programmed Cell Death,1/112,213/11091,0.8872863292257583,0.9226114035563293,0.8321555193738158,1029,1
R-HSA-6805567,Keratinization,1/112,215/11091,0.8895954885185282,0.9226114035563293,0.8321555193738158,11005,1
R-HSA-9711123,Cellular response to chemical stress,1/112,215/11091,0.8895954885185282,0.9226114035563293,0.8321555193738158,1029,1
R-HSA-5689880,Ub-specific processing proteases,1/112,219/11091,0.8940740695176836,0.92534826536501,0.8346240501670384,90865,1
R-HSA-162906,HIV Infection,1/112,231/11091,0.9064575464606002,0.9315554687106673,0.8402226786947735,7852,1
R-HSA-201681,TCF dependent signaling in response to WNT,1/112,232/11091,0.9074222568470101,0.9315554687106673,0.8402226786947735,51176,1
R-HSA-157118,Signaling by NOTCH,1/112,235/11091,0.9102576193647715,0.9315554687106673,0.8402226786947735,8788,1
R-HSA-68882,Mitotic Anaphase,1/112,235/11091,0.9102576193647715,0.9315554687106673,0.8402226786947735,7277,1
R-HSA-2555396,Mitotic Metaphase and Anaphase,1/112,236/11091,0.9111834803293206,0.9315554687106673,0.8402226786947735,7277,1
R-HSA-8878171,Transcriptional regulation by RUNX1,1/112,236/11091,0.9111834803293206,0.9315554687106673,0.8402226786947735,8013,1
R-HSA-9679506,SARS-CoV Infections,2/112,414/11091,0.925603176092724,0.9443780883866941,0.8517881261790627,2697/6850,2
R-HSA-9012999,RHO GTPase cycle,2/112,449/11091,0.9449046563239207,0.9621195184836683,0.8677901275849347,2697/10409,2
R-HSA-5663202,Diseases of signal transduction by growth factor receptors and second messengers,2/112,459/11091,0.9494857508046386,0.9634550911306349,0.8689947562567828,2308/2246,2
R-HSA-69620,Cell Cycle Checkpoints,1/112,292/11091,0.9503852185783722,0.9634550911306349,0.8689947562567828,1029,1
R-HSA-5688426,Deubiquitination,1/112,297/11091,0.9529057150041116,0.9634550911306349,0.8689947562567828,90865,1
R-HSA-9694516,SARS-CoV-2 Infection,1/112,299/11091,0.9538780027496148,0.9634550911306349,0.8689947562567828,2697,1
R-HSA-983168,Antigen processing: Ubiquitination & Proteasome degradation,1/112,309/11091,0.9584489250311607,0.9661318823460397,0.8714091059770706,84676,1
R-HSA-195258,RHO GTPase Effectors,1/112,326/11091,0.9652118554126295,0.9708448237096321,0.8756599749269675,7277,1
R-HSA-195721,Signaling by WNT,1/112,331/11091,0.9669846057227149,0.9708448237096321,0.8756599749269675,51176,1
R-HSA-983169,Class I MHC mediated antigen processing & presentation,1/112,381/11091,0.9804573537675645,0.9824104560659063,0.8860916743003151,84676,1
R-HSA-68886,M Phase,1/112,417/11091,0.986623182966555,0.986623182966555,0.889891371473444,7277,1
